country_code,region_name,iata,icao,airport,latitude,longitude
BR,Mato Grosso,TGQ,SWTS,Tangara da Serra Airport,-14.66,-57.44
BR,Rio Grande do Sul,BGX,SBBG,Comandante Gustavo Kraemer Airport,-31.39,-54.11
BR,Mato Grosso,CCX,SWKC,Caceres Airport,-16.04,-57.63
BR,Sao Paulo,LIP,SBLN,Lins Airport,-21.66,-49.73
BR,Minas Gerais,PPY,SNZA,Pouso Alegre Airport,-22.29,-45.92
BR,Paraiba,JPA,SBJP,Presidente Castro Pinto International Airport,-7.15,-34.95
BR,Goias,SQM,SWUA,Sao Miguel do Araguaia Airport,-13.33,-50.2
BR,Santa Catarina,CCM,SBCM,Diomicio Freitas Airport,-28.72,-49.42
BR,Santa Catarina,NVT,SBNF,Navegantes-Ministro Victor Konder International Airport,-26.88,-48.65
BR,Mato Grosso do Sul,TJL,SBTG,Plinio Alarcom Airport,-20.75,-51.68
BR,Santa Catarina,CCI,SSCK,Concordia Airport,-27.18,-52.05
BR,Piaui,THE,SBTE,Teresina-Senador Petronio Portel Airport,-5.06,-42.82
BR,Mato Grosso,JRN,SWJU,Juruena Airport,-10.31,-58.49
BR,Para,RDC,SNDC,Redencao Airport,-8.03,-49.98
BR,Parana,CBW,SSKM,Campo Mourao Airport,-24.01,-52.36
BR,Sao Paulo,JTC,SBAE,Moussa Nakhl Tobias-Bauru/Arealva State Airport,-22.17,-49.05
BR,Para,BEL,SBBE,Val de Cans International Airport,-1.38,-48.48
BR,Goias,JTI,SWJW,Jatai Airport,-17.83,-51.77
BR,Minas Gerais,LEP,SNDN,Leopoldina Airport,-21.47,-42.73
BR,Minas Gerais,NNU,SNNU,Nanuque Airport,-17.82,-40.33
BR,Bahia,LEC,SBLE,Coronel Horacio de Mattos Airport,-12.48,-41.28
BR,Mato Grosso,NOK,SWXV,Nova Xavantina Airport,-14.7,-52.35
BR,Parana,LDB,SBLO,Londrina-Governador Jose Richa Airport,-23.33,-51.13
BR,Mato Grosso,JUA,SIZX,Mauro Luiz Frizon Airport,-11.3,-57.55
BR,Sao Paulo,PPB,SBDN,Presidente Prudente Airport,-22.18,-51.42
BR,Para,NPR,SJNP,Novo Progresso Airport,-7.13,-55.4
BR,Goias,NQL,SWNQ,Niquelandia Air,-14.43,-48.49
BR,Mato Grosso,LCB,,Pontes e Lacerda Airport,-15.19,-59.38
BR,Minas Gerais,UBA,SBUR,Mario de Almeida Franco Airport,-19.76,-47.97
BR,Rio Grande do Sul,URG,SBUG,Rubem Berta International Airport,-29.78,-57.04
BR,Amazonas,LBR,SWLB,Labrea Airport,-7.28,-64.77
BR,Bahia,LAZ,SBLP,Bom Jesus da Lapa Airport,-13.26,-43.41
BR,Parana,BFH,SBBI,Bacacheri Airport,-25.41,-49.23
BR,Amazonas,PLL,SBMN,Manaus Air Force Base,-3.15,-59.99
BR,Minas Gerais,POO,SBPC,Pocos de Caldas Airport,-21.84,-46.57
BR,Santa Catarina,SQX,SSOE,Helio Wasum Airport,-26.78,-53.5
BR,Rondonia,OAL,SSKW,Capital do Cafe Airport,-11.5,-61.45
BR,Para,OBI,SNTI,Obidos Airport,-1.87,-55.51
BR,Minas Gerais,POJ,SNPD,Pedro Pereira dos Santos Airport,-18.67,-46.49
BR,Amazonas,ERN,SWEI,Eirunepe Airport (Amaury Feitosa Tomaz Airport),-6.64,-69.88
BR,Pernambuco,REC,SBRF,Recife/Guararapes-Gilberto Freyre International Airport,-8.13,-34.92
BR,Rio de Janeiro,CAW,SBCP,Bartolomeu Lysandro Airport,-21.7,-41.3
BR,Pernambuco,CAU,SNRU,Caruaru Airport (Oscar Laranjeiras Airport),-8.28,-36.01
BR,Ceara,ARX,SBAC,Aracati Airport,-4.57,-37.8
BR,Rio Grande do Sul,CEL,SSCN,Canela Airport,-29.37,-50.83
BR,Ceara,JJD,SBJE,Comte. Ariston Pessoa Regional Airport,-2.91,-40.36
BR,Sao Paulo,BAU,SBBU,Bauru Airport,-22.34,-49.05
BR,Sao Paulo,CPQ,SDAM,Campo dos Amarais Airport,-22.86,-47.11
BR,Mato Grosso,BSB,SBBR,Brasília International Airport,-15.87,-47.92
BS,South Andros,TZN,MYAK,South Andros Airport,24.16,-77.59
BS,New Providence,NAS,MYNN,Lynden Pindling International Airport,25.04,-77.47
BS,City of Freeport,CXY,MYCC,Cat Cay Airport,25.55,-79.28
BS,Long Island,CRI,MYCI,Colonel Hill Airport (Crooked Island Airport),22.75,-74.18
BS,East Grand Bahama,FPO,MYGF,Grand Bahama International Airport,26.56,-78.7
BS,Central Andros,SAQ,MYAN,San Andros Airport,25.05,-78.05
BS,Long Island,PWN,MYCP,Pitts Town Airport,22.83,-74.35
BS,Central Andros,CCZ,MYBC,Chub Cay International Airport,25.42,-77.88
BS,Long Island,DCT,MYRD,Duncan Town Airport,22.18,-75.73
BS,South Eleuthera,GHB,MYEM,Governor's Harbour Airport,25.28,-76.33
BS,Berry Islands,GHC,MYBG,Great Harbour Cay Airport,25.74,-77.84
BS,Harbour Island,ELH,MYEH,North Eleuthera Airport,25.47,-76.68
BS,Central Andros,MAY,MYAB,Clarence A. Bain Airport,24.29,-77.68
BS,Acklins,AXP,MYAP,Spring Point Airport,22.44,-73.97
BS,Central Andros,TZN,MYAK,South Andros Airport (Congo Town Airport),24.16,-77.59
BS,Exuma,TYM,MYES,Staniel Cay Airport,24.17,-76.44
BS,Rum Cay,RCY,MYRP,Port Nelson Airport,23.68,-74.84
BS,Long Island,LGI,MYLD,Deadman's Cay Airport,23.18,-75.09
BS,Bimini,NSB,,North Seaplane Base,25.77,-79.25
BS,Hope Town,MHH,MYAM,Marsh Harbour Airport,26.51,-77.08
BS,San Salvador,ZSA,MYSM,San Salvador Airport (Cockburn Town Airport),24.06,-74.52
BS,South Eleuthera,ATC,MYCA,Arthur's Town Airport,24.63,-75.67
BS,South Eleuthera,RSD,MYER,Rock Sound International Airport,24.9,-76.18
BS,City of Freeport,WKR,MYAW,Walker's Cay Airport,27.27,-78.4
BS,Exuma,NMC,MYEN,Norman's Cay Airport,24.59,-76.82
BS,Bimini,BIM,MYBS,South Bimini Airport,25.7,-79.26
BS,Exuma,GGT,MYEF,Exuma International Airport,23.56,-75.88
BS,Mayaguana,MYG,MYMM,Mayaguana Airport (Abraham's Bay Airport),22.38,-73.01
BS,Hope Town,TCB,MYAT,Treasure Cay Airport,26.75,-77.39
BS,Long Island,SML,MYLS,Stella Maris Airport,23.58,-75.27
BS,Central Andros,ASD,MYAF,Andros Town International Airport,24.7,-77.8
BS,Cat Island,TBI,MYCB,New Bight Airport,24.32,-75.45
BS,Inagua,IGA,MYIG,Inagua Airport (Matthew Town Airport),20.98,-73.67
BS,West Grand Bahama,WTD,MYGW,West End Airport,26.69,-78.97
BT,Paro,PBH,VQPR,Paro International Airport,27.4,89.42
BT,Trashigang,YON,VQTY,Yongphulla Airport (Yonphula Airport),27.26,91.51
BT,Sarpang,GLU,VQGP,Gelephu Airport,26.88,90.46
BT,Bumthang,BUT,VQBT,Bathpalathang Airport,27.56,90.75
BW,Central,TLD,FBTL,Tuli Lodge Airport,-22.19,29.13
BW,North West,SVT,FBSV,Savuti Airport,-18.52,24.08
BW,Central,SXN,FBSN,Sua Pan Airport,-20.55,26.12
BW,Kgalagadi,HUK,,Hukuntsi Airport,-23.99,21.76
BW,Ghanzi,GNZ,FBGZ,Ghanzi Airport,-21.69,21.66
BW,North West,KHW,FBKR,Khwai River Airport,-19.15,23.78
BW,Kgalagadi,TBY,FBTS,Tshabong Airport,-26.03,22.4
BW,South East,GBE,FBSK,Sir Seretse Khama International Airport,-24.56,25.92
BW,North East,FRW,FBFT,Francistown Airport,-21.16,27.47
BW,North West,MUB,FBMN,Maun Airport,-19.97,23.43
BW,Southern,JWA,FBJW,Jwaneng Airport,-24.6,24.69
BW,Chobe,BBK,FBKE,Kasane Airport,-17.83,25.16
BW,North West,SWX,FBSW,Shakawe Airport,-18.37,21.83
BW,Central,PKW,FBSP,Selebi-Phikwe Airport,-22.06,27.83
BW,Central,ORP,FBOR,Orapa Airport,-21.27,25.32
BW,South East,LOQ,FBLO,Lobatse Airport,-25.2,25.71
BY,Homyel'skaya voblasts',GME,UMGG,Gomel Airport,52.53,31.02
BY,Vitsyebskaya voblasts',VTB,UMII,Vitebsk Vostochny Airport,55.13,30.35
BY,Hrodzenskaya voblasts',GNA,UMMG,Grodno Airport,53.6,24.05
BY,Brestskaya voblasts',BQT,UMBB,Brest Airport,52.11,23.9
BY,Minskaya voblasts',MHP,UMMM,Minsk-1 Airport,53.86,27.54
BY,Minskaya voblasts',MSQ,UMMS,Minsk National Airport,53.88,28.03
BY,Mahilyowskaya voblasts',MVQ,UMOO,Mogilev Airport,53.95,30.1
BZ,Stann Creek,BGK,,Big Creek Airport,16.52,-88.41
BZ,Stann Creek,SVK,,Silver Creek Airport,16.73,-88.34
BZ,Belize,CYC,,Caye Chapel Airport,17.7,-88.04
BZ,Cayo,CYD,,San Ignacio Town Airstrip,17.1,-89.1
BZ,Stann Creek,PLJ,MZPL,Placencia Airport,16.54,-88.36
BZ,Stann Creek,MDB,,Melinda Airport,17.0,-88.3
BZ,Corozal,CZH,,Corozal Airport,18.38,-88.41
BZ,Belize,BZE,MZBZ,Philip S. W. Goldson International Airport,17.54,-88.31
BZ,Orange Walk,ORZ,,Orange Walk Airport,18.05,-88.58
BZ,Stann Creek,INB,,Independence Airport (Belize),16.53,-88.44
BZ,Corozal,SJX,,Sarteneja Airport,18.36,-88.13
BZ,Cayo,BCV,,Hector Silva Airstrip,17.27,-88.78
BZ,Cayo,SQS,,Matthew Spain Airport,17.19,-89.01
BZ,Belize,CUK,,Caye Caulker Airport,17.73,-88.03
BZ,Toledo,PND,,Punta Gorda Airport,16.1,-88.81
BZ,Belize,SPR,,John Greif II Airport,17.91,-87.97
BZ,Stann Creek,DGA,,Dangriga Airport,16.98,-88.23
BZ,Cayo,MZE,,Manatee Airport,17.28,-89.02
BZ,Belize,TZA,,Belize City Municipal Airport,17.52,-88.19
CA,British Columbia,YQJ,,April Point Seaplane Base,50.06,-125.24
CA,Manitoba,YDV,CZTA,Bloodvein River Airport,51.78,-96.69
CA,Saskatchewan,YKC,CYKC,Collins Bay Airport,58.24,-103.68
CA,Northwest Territories,YDU,,Kasba Lake Airport,60.29,-102.5
CA,British Columbia,YDT,CZBB,Boundary Bay Airport,49.07,-123.01
CA,British Columbia,YDQ,CYDQ,Dawson Creek Airport,55.74,-120.18
CA,Newfoundland and Labrador,YDP,CYDP,Nain Airport,56.55,-61.68
CA,Quebec,YDO,CYDO,Dolbeau-Saint-Felicien Airport,48.78,-72.38
CA,Manitoba,YDN,CYDN,Lt. Col W.G. (Billy) Barker VC Airport,51.1,-100.05
CA,British Columbia,YKA,CYKA,Kamloops Airport,50.7,-120.44
CA,British Columbia,YDL,CYDL,Dease Lake Airport,58.42,-130.03
CA,Newfoundland and Labrador,YJT,CYJT,Stephenville International Airport,48.54,-58.55
CA,Saskatchewan,YDJ,,Hatchet Lake Airport,58.66,-103.54
CA,Alberta,YJP,,Hinton/Jasper-Hinton Airport,53.32,-117.75
CA,Nova Scotia,YDG,CYID,Digby/Annapolis Regional Airport,44.55,-65.79
CA,Manitoba,LRQ,,Laurie River Airport,56.25,-101.3
CA,Newfoundland and Labrador,YDF,CYDF,Deer Lake Regional Airport,49.21,-57.39
CA,Newfoundland and Labrador,YDE,,Paradise River Airport,53.43,-57.23
CA,Quebec,YJN,CYJN,Saint-Jean Airport,45.29,-73.28
CA,Alberta,YDC,,Drayton Valley Industrial Airport,53.27,-114.96
CA,Yukon,YDB,CYDB,Burwash Airport,61.37,-139.04
CA,Northwest Territories,YJF,CYJF,Fort Liard Airport,60.24,-123.47
CA,Yukon,YDA,CYDA,Dawson City Airport,64.04,-139.13
CA,British Columbia,YCZ,CYCZ,Fairmont Hot Springs Airport,50.33,-115.87
CA,Nunavut,YCY,CYCY,Clyde River Airport,70.49,-68.52
CA,Alberta,YJA,CYJA,Jasper Airport,53.0,-118.06
CA,Northwest Territories,GSL,,Taltheilei Narrows Airport,62.6,-111.54
CA,British Columbia,YCW,CYCW,Chilliwack Airport,49.15,-121.94
CA,Manitoba,YIV,CYIV,Island Lake Airport (Garden Hill Airport),53.86,-94.65
CA,Alberta,YCT,CYCT,Coronation Airport,52.08,-111.44
CA,Nunavut,YCS,CYCS,Chesterfield Inlet Airport,63.35,-90.73
CA,Manitoba,YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,54.61,-97.76
CA,Nunavut,YCO,CYCO,Kugluktuk Airport,67.82,-115.14
CA,Ontario,YCN,CYCN,Cochrane Aerodrome,49.11,-81.01
CA,Ontario,YCM,CYSN,St. Catharines/Niagara District Airport,43.19,-79.17
CA,New Brunswick,YCL,CYCL,Charlo Airport,47.99,-66.33
CA,Northwest Territories,YCK,CYVL,Colville Lake/Tommy Kochon Aerodrome,67.02,-126.13
CA,Nunavut,YIO,CYIO,Pond Inlet Airport,72.68,-77.97
CA,New Brunswick,YCH,CYCH,Miramichi Airport,47.01,-65.45
CA,Quebec,YIK,CYIK,Ivujivik Airport,62.42,-77.93
CA,British Columbia,YCG,CYCG,West Kootenay Regional Airport (Castlegar Airport),49.3,-117.63
CA,British Columbia,YCF,,Cortes Island Aerodrome,50.06,-124.93
CA,Ontario,YCE,CYCE,Centralia/James T. Field Memorial Aerodrome,43.29,-81.51
CA,British Columbia,YCD,CYCD,Nanaimo Airport,49.06,-123.87
CA,Newfoundland and Labrador,YSO,,Postville Airport,54.91,-59.79
CA,Ontario,YCC,CYCC,Cornwall Regional Airport,45.09,-74.56
CA,British Columbia,CXH,CYHC,Vancouver Harbour Flight Centre (Coal Harbour Seaplane Base),49.29,-123.11
CA,Nunavut,YCB,CYCB,Cambridge Bay Airport,69.11,-105.14
CA,British Columbia,YCA,,Courtenay Airpark,49.68,-124.98
CA,Alberta,YBY,CYBF,Bonnyville Airport,54.3,-110.74
CA,Quebec,YBX,CYBX,Lourdes-de-Blanc-Sablon Airport,51.44,-57.19
CA,Manitoba,ILF,CZBD,Ilford Airport,56.06,-95.61
CA,British Columbia,YBW,,Bedwell Harbour Water Aerodrome,48.75,-123.23
CA,Manitoba,YBV,CYBV,Berens River Airport,52.36,-97.02
CA,Manitoba,YBT,CYBT,Brochet Airport,57.89,-101.68
CA,Ontario,YBS,,Opapimiskan Lake Airport,52.61,-90.38
CA,British Columbia,YIG,,Big Bay Water Aerodrome,50.39,-125.14
CA,Manitoba,YBR,CYBR,Brandon Municipal Airport (McGill Field),49.91,-99.95
CA,Quebec,YIF,CYIF,Saint-Augustin Airport,51.21,-58.66
CA,British Columbia,YBQ,,Telegraph Harbour Seaplane Base,48.97,-123.66
CA,British Columbia,YBO,,Bob Quinn Lake Airport,56.97,-130.25
CA,British Columbia,YBL,CYBL,Campbell River Airport,49.95,-125.27
CA,Nunavut,YBK,CYBK,Baker Lake Airport,64.3,-96.08
CA,Quebec,YBJ,,Baie-Johan-Beetz Seaplane Base,50.28,-62.81
CA,Ontario,YIB,CYIB,Atikokan Municipal Airport,48.77,-91.64
CA,Newfoundland and Labrador,YBI,,Black Tickle Airport,53.47,-55.78
CA,British Columbia,YBH,CYBH,Bull Harbour Waterdrome,50.92,-127.94
CA,Quebec,YBG,CYBG,Canadian Forces Base Bagotville,48.33,-71.0
CA,British Columbia,YBF,,Bamfield Water Aerodrome,48.83,-125.13
CA,Saskatchewan,YBE,CYBE,Uranium City Airport,59.56,-108.48
CA,Quebec,YBC,CYBC,Baie-Comeau Airport,49.13,-68.2
CA,Nunavut,YBB,CYBB,Kugaaruk Airport,68.53,-89.81
CA,Alberta,YBA,CYBA,Banff Airport,51.21,-115.54
CA,Nova Scotia,YHZ,CYHZ,Halifax Stanfield International Airport,44.88,-63.51
CA,British Columbia,YAZ,CYAZ,Tofino/Long Beach Airport,49.08,-125.78
CA,Newfoundland and Labrador,YAY,CYAY,St. Anthony Airport,51.39,-56.08
CA,British Columbia,XBB,,Blubber Bay Seaplane Base,49.79,-124.62
CA,Ontario,YAX,,Angling Lake/Wapekeka Airport,53.85,-89.58
CA,Northwest Territories,YHY,CYHY,Hay River/Merlyn Carter Airport,60.84,-115.78
CA,British Columbia,YAV,,Mayne Island Water Aerodrome (Miner's Bay Seaplane Base),48.87,-123.3
CA,Quebec,YAU,,Kattiniq/Donaldson Airport,61.66,-73.32
CA,Ontario,YAT,CYAT,Attawapiskat Airport,52.93,-82.43
CA,Quebec,YAR,CYAD,La Grande-3 Airport,53.57,-76.2
CA,British Columbia,YAQ,,Maple Bay Seaplane Base,48.82,-123.61
CA,Ontario,MSA,CZMD,Muskrat Dam Airport,53.44,-91.76
CA,Ontario,XBE,,Bearskin Lake Airport,53.97,-91.03
CA,British Columbia,YRD,,Dean River Airport,52.82,-126.96
CA,Yukon,YHT,CYHT,Haines Junction Airport,60.79,-137.55
CA,Ontario,XBR,,Brockville Regional Tackaberry Airport,44.64,-75.75
CA,British Columbia,YHS,,Sechelt Aerodrome,49.46,-123.72
CA,Ontario,YAM,CYAM,Sault Ste. Marie Airport,46.48,-84.51
CA,British Columbia,YAL,CYAL,Alert Bay Airport,50.58,-126.92
CA,British Columbia,YAJ,,Lyall Harbour Seaplane Base,48.8,-123.18
CA,Quebec,YHR,CYHR,Chevery Airport,50.47,-59.64
CA,Northwest Territories,DAS,,Great Bear Lake Airport,66.7,-119.71
CA,Quebec,YAH,CYAH,La Grande-4 Airport,53.75,-73.68
CA,Ontario,YAG,CYAG,Fort Frances Municipal Airport,48.65,-93.44
CA,British Columbia,YCQ,CYCQ,Chetwynd Airport,55.69,-121.63
CA,Manitoba,YAD,,Moose Lake Airport,53.71,-100.34
CA,Ontario,YAC,CYAC,Cat Lake Airport,51.73,-91.82
CA,Nunavut,YAB,CYAB,Arctic Bay Airport,73.01,-85.04
CA,British Columbia,YAA,,Anahim Lake Airport,52.45,-125.3
CA,Quebec,AKV,CYKO,Akulivik Airport,60.82,-78.15
CA,Manitoba,XTL,CYBQ,Tadoule Lake Airport,58.71,-98.51
CA,Ontario,YHP,CYHP,Poplar Hill Airport,52.11,-94.26
CA,Manitoba,XSI,CZSN,South Indian Lake Airport,56.79,-98.91
CA,Newfoundland and Labrador,YHO,CYHO,Hopedale Airport,55.45,-60.23
CA,Alberta,HZP,CYNR,Fort MacKay/Horizon Airport,57.38,-111.7
CA,Yukon,XRR,CYDM,Ross River Airport,61.97,-132.42
CA,Ontario,YHN,CYHN,Hornepayne Municipal Airport,49.19,-84.76
CA,British Columbia,XQU,,Qualicum Beach Airport,49.34,-124.39
CA,Nunavut,YHK,CYHK,Gjoa Haven Airport,68.64,-95.85
CA,Manitoba,XPP,CZNG,Poplar River Airport,53.0,-97.27
CA,Northwest Territories,YHI,CYHI,Ulukhaktok/Holman Airport,70.76,-117.81
CA,Ontario,YZR,CYZR,Sarnia Chris Hadfield Airport,43.0,-82.31
CA,British Columbia,YZP,CYZP,Sandspit Airport,53.25,-131.81
CA,British Columbia,YHH,,Campbell River Water Aerodrome,50.05,-125.25
CA,Alberta,YZH,CYZH,Slave Lake Airport,55.29,-114.78
CA,Quebec,YZG,CYZG,Salluit Airport,62.18,-75.67
CA,Saskatchewan,XCL,,Cluff Lake Airport,58.39,-109.52
CA,Prince Edward Island,YHG,CYYG,Charlottetown Airport,46.29,-63.13
CA,Northwest Territories,YZF,CYZF,Yellowknife Airport,62.46,-114.44
CA,Ontario,YHF,CYHF,Hearst Municipal Airport,49.71,-83.69
CA,Ontario,XCM,CYCK,Chatham-Kent Airport,42.31,-82.08
CA,Ontario,YZE,CYZE,Gore Bay-Manitoulin Airport,45.89,-82.57
CA,Alberta,YZU,CYZU,Whitecourt Airport,54.14,-115.79
CA,British Columbia,YHE,CYHE,Hope Aerodrome,49.37,-121.5
CA,British Columbia,YZA,,Cache Creek Airport (Ashcroft Regional Airport),50.78,-121.32
CA,Quebec,YZV,CYZV,Sept-Iles Airport,50.22,-66.27
CA,Ontario,YHD,CYHD,Dryden Regional Airport,49.83,-92.74
CA,British Columbia,YHC,,Hakai Passage Water Aerodrome,51.73,-128.12
CA,Saskatchewan,YHB,CYHB,Hudson Bay Airport,52.82,-102.31
CA,Quebec,YYY,CYYY,Mont-Joli Airport,48.61,-68.21
CA,Newfoundland and Labrador,YHA,,Port Hope Simpson Airport,52.53,-56.29
CA,Ontario,YYW,CYYW,Armstrong Airport,50.29,-88.91
CA,Ontario,YYU,CYYU,Kapuskasing Airport,49.41,-82.47
CA,Newfoundland and Labrador,YYT,CYYT,St. John's International Airport,47.62,-52.75
CA,Nunavut,YGZ,CYGZ,Grise Fiord Airport,76.43,-82.91
CA,Manitoba,YGX,CYGX,Gillam Airport,56.36,-94.71
CA,Quebec,YGW,CYGW,Kuujjuarapik Airport,55.28,-77.77
CA,Newfoundland and Labrador,YYR,CYYR,CFB Goose Bay,53.32,-60.43
CA,Manitoba,YYQ,CYYQ,Churchill Airport,58.74,-94.06
CA,Saskatchewan,YYN,CYYN,Swift Current Airport,50.29,-107.69
CA,Alberta,YYM,CYYM,Cowley Airport,49.64,-114.09
CA,Manitoba,YYL,CYYL,Lynn Lake Airport,56.86,-101.08
CA,British Columbia,YYJ,CYYJ,Victoria International Airport,48.65,-123.43
CA,Manitoba,YYI,CYYI,Rivers Airport,50.01,-100.31
CA,Nunavut,YYH,CYYH,Taloyoak Airport,69.55,-93.58
CA,Prince Edward Island,YYG,CYYG,Charlottetown Airport,46.29,-63.12
CA,Yukon,YZW,CYZW,Teslin Airport,60.17,-132.74
CA,British Columbia,YYF,CYYF,Penticton Regional Airport,49.46,-119.6
CA,Nova Scotia,YZX,CYZX,CFB Greenwood,44.98,-64.92
CA,British Columbia,YYE,CYYE,Northern Rockies Regional Airport,58.84,-122.6
CA,Quebec,YGV,CYGV,Havre Saint-Pierre Airport,50.28,-63.61
CA,British Columbia,YYD,CYYD,Smithers Airport,54.82,-127.18
CA,Alberta,YYC,CYYC,Calgary International Airport,51.11,-114.02
CA,Nunavut,YGT,CYGT,Igloolik Airport,69.36,-81.82
CA,Quebec,YGR,CYGR,Iles-de-la-Madeleine Airport,47.42,-61.78
CA,British Columbia,YZZ,,Trail Airport,49.06,-117.61
CA,Ontario,YGQ,CYGQ,Geraldton (Greenstone Regional) Airport,49.78,-86.94
CA,Ontario,YYB,CYYB,North Bay/Jack Garland Airport,46.36,-79.42
CA,British Columbia,ZAA,,Alice Arm/Silver City Water Aerodrome,55.47,-129.48
CA,Ontario,YXZ,CYXZ,Wawa Airport,47.97,-84.79
CA,Manitoba,XGL,,Granville Lake Airport,56.3,-100.5
CA,Manitoba,ZAC,CZAC,York Landing Airport,56.09,-96.09
CA,Yukon,YXY,CYXY,Erik Nielsen Whitehorse International Airport,60.71,-135.07
CA,Quebec,YGP,CYGP,Michel-Pouliot Gaspe Airport,48.78,-64.48
CA,British Columbia,YXX,CYXX,Abbotsford International Airport,49.03,-122.36
CA,Ontario,YXU,CYXU,London International Airport,43.04,-81.15
CA,Manitoba,YGO,CYGO,Gods Lake Narrows Airport,54.56,-94.49
CA,British Columbia,YXT,CYXT,Northwest Regional Airport,54.47,-128.58
CA,British Columbia,YGN,,Greenway Sound Seaplane Base,50.84,-126.78
CA,Manitoba,YGM,CYGM,Gimli Industrial Park Airport,50.63,-97.04
CA,Quebec,YGL,CYGL,La Grande Riviere Airport,53.63,-77.7
CA,Ontario,YGK,CYGK,Kingston/Norman Rogers Airport,44.23,-76.6
CA,British Columbia,YXS,CYXS,Prince George Airport,53.89,-122.68
CA,Quebec,XGR,CYLU,Kangiqsualujjuaq (Georges River) Airport,58.71,-65.99
CA,Ontario,YXR,CYXR,Earlton (Timiskaming Regional) Airport,47.7,-79.85
CA,Yukon,YXQ,CYXQ,Beaver Creek Airport,62.41,-140.87
CA,Nunavut,YXP,CYXP,Pangnirtung Airport,66.14,-65.71
CA,British Columbia,QBC,CYBD,Bella Coola Airport,52.39,-126.6
CA,Northwest Territories,YGH,CYGH,Fort Good Hope Airport,66.24,-128.65
CA,New Brunswick,ZBF,CZBF,Bathurst Airport (New Brunswick),47.63,-65.74
CA,Quebec,ZBM,CZBM,Roland-Desourdy Airport,45.29,-72.74
CA,Nunavut,YXN,CYXN,Whale Cove Airport,62.24,-92.6
CA,British Columbia,YGG,,Ganges Water Aerodrome,48.85,-123.5
CA,Ontario,YXL,CYXL,Sioux Lookout Airport,50.11,-91.91
CA,Quebec,YXK,CYXK,Rimouski Airport,48.48,-68.5
CA,British Columbia,ZEL,CBBC,Bella Bella (Campbell Island) Airport,52.18,-128.16
CA,British Columbia,YXJ,CYXJ,Fort St. John Airport (North Peace Airport),56.24,-120.74
CA,Alberta,YXH,CYXH,Medicine Hat Airport,50.02,-110.72
CA,Saskatchewan,YXE,CYXE,Saskatoon John G. Diefenbaker International Airport,52.17,-106.7
CA,British Columbia,YXC,CYXC,Cranbrook/Canadian Rockies International Airport,49.61,-115.78
CA,British Columbia,YGE,,Gorge Harbour Seaplane Base,50.1,-125.02
CA,Quebec,ZEM,CZEM,Eastmain River Airport,52.23,-78.52
CA,Northwest Territories,YWY,CYWY,Wrigley Airport,63.21,-123.44
CA,British Columbia,YZT,CYZT,Port Hardy Airport,50.68,-127.37
CA,British Columbia,YWS,,Whistler/Green Lake Water Aerodrome,50.14,-122.95
CA,Ontario,YWR,,White River Water Aerodrome,48.63,-85.22
CA,Yukon,ZFA,CZFA,Faro Airport (Yukon),62.21,-133.38
CA,Saskatchewan,ZFD,CZFD,Fond-du-Lac Airport,59.33,-107.18
CA,Quebec,YWQ,,Chutes-des-Passes/Lac Margane Water Aerodrome,49.94,-71.14
CA,Northwest Territories,ZFM,CZFM,Fort McPherson Airport,67.41,-134.86
CA,Northwest Territories,ZFN,CZFN,Tulita Airport,64.91,-125.57
CA,Ontario,YWP,CYWP,Webequie Airport,52.96,-87.37
CA,Newfoundland and Labrador,YWM,,Williams Harbour Airport,52.57,-55.78
CA,Alberta,YGC,,Grande Cache Airport,53.92,-118.87
CA,British Columbia,YWL,CYWL,Williams Lake Airport,52.18,-122.05
CA,British Columbia,YGB,CYGB,Texada/Gillies Bay Airport,49.69,-124.52
CA,Alberta,ZFW,,Fairview Airport,56.08,-118.44
CA,Ontario,KIF,,Kingfisher Lake Airport,53.01,-89.86
CA,Newfoundland and Labrador,YFX,,St. Lewis (Fox Harbour) Airport,52.37,-55.67
CA,Northwest Territories,YFS,CYFS,Fort Simpson Airport,61.76,-121.24
CA,Newfoundland and Labrador,YWK,CYWK,Wabush Airport,52.92,-66.86
CA,British Columbia,ZGF,CZGF,Grand Forks Airport,49.02,-118.43
CA,Northwest Territories,YWJ,CYWJ,Deline Airport,65.21,-123.44
CA,British Columbia,YWH,CYWH,Victoria Harbour Water Airport,48.42,-123.39
CA,Manitoba,ZGI,CZGI,Gods River Airport,54.84,-94.08
CA,Northwest Territories,YFR,CYFR,Fort Resolution Airport,61.18,-113.69
CA,Manitoba,ZGR,CZGR,Little Grand Rapids Airport,52.05,-95.47
CA,Manitoba,YWG,CYWG,Winnipeg James Armstrong Richardson International Airport,49.91,-97.24
CA,Quebec,YWB,CYKG,Kangiqsujuaq (Wakeham Bay) Airport,61.59,-71.93
CA,Quebec,ZGS,,La Romaine Airport,50.26,-60.68
CA,Ontario,YWA,CYWA,Petawawa Airport,45.95,-77.32
CA,Manitoba,YFO,CYFO,Flin Flon Airport,54.68,-101.68
CA,Ontario,XKS,CYAQ,Kasabonika Airport,53.52,-88.64
CA,Northwest Territories,YFL,,Fort Reliance Water Aerodrome (CJN8),62.7,-109.17
CA,Northwest Territories,YFJ,CYWE,Wekweeti Airport,64.19,-114.08
